Fight,Winner,Defeated,Referee,Date,Country,Location,Title_Bout,Weight_Class,R_fighter,B_fighter,Winning_Corner,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Maximo Blanco vs Mike de la Torre,Maximo Blanco,Mike de la Torre,Yves Lavigne,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Maximo Blanco,Mike de la Torre,Red,180.34,180.34,145,172.72,180.34,145,28,31
Darrell Montague vs Willie Gates,Willie Gates,Darrell Montague,Kim Winslow,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Darrell Montague,Willie Gates,Blue,172.72,182.88,125,167.64,170.18,125,28,27
Dan Miller vs Trevor Smith,Trevor Smith,Dan Miller,Kim Winslow,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Dan Miller,Trevor Smith,Blue,190.5,190.5,185,185.42,187.96,185,34,34
Josh Samman vs Caio Magalhaes,Josh Samman,Caio Magalhaes,John McCarthy,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Josh Samman,Caio Magalhaes,Red,185.42,185.42,185,190.5,200.66,185,27,27
Jake Ellenberger vs Stephen Thompson,Stephen Thompson,Jake Ellenberger,John McCarthy,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Jake Ellenberger,Stephen Thompson,Blue,182.88,190.5,170,175.26,180.34,170,32,30
Jorge Masvidal vs Cezar Ferreira,Jorge Masvidal,Cezar Ferreira,John McCarthy,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Jorge Masvidal,Cezar Ferreira,Red,185.42,198.12,185,180.34,187.96,170,30,30
Kamaru Usman vs Hayder Hassan,Kamaru Usman,Hayder Hassan,Herb Dean,12/07/2015,USA,"Las Vegas, Nevada",Title Fight,Welterweight,Kamaru Usman,Hayder Hassan,Red,177.8,,170,182.88,193.04,170,32,28
Michael Graves vs Vicente Luque,Michael Graves,Vicente Luque,Yves Lavigne,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Michael Graves,Vicente Luque,Red,180.34,190.5,170,177.8,180.34,170,23,24
George Sullivan vs Dominic Waters,George Sullivan,Dominic Waters,Yves Lavigne,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,George Sullivan,Dominic Waters,Red,185.42,200.66,170,182.88,185.42,170,26,34
Angela Magana vs Michelle Waterson,Michelle Waterson,Angela Magana,Herb Dean,12/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Angela Magana,Michelle Waterson,Blue,160.02,157.48,115,154.94,165.1,115,29,31
Brad Pickett vs Thomas Almeida,Thomas Almeida,Brad Pickett,John McCarthy,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Brad Pickett,Thomas Almeida,Blue,170.18,177.8,145,167.64,172.72,135,23,36
Cody Garbrandt vs Henry Briones,Cody Garbrandt,Henry Briones,Chris Tognoni,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Cody Garbrandt,Henry Briones,Red,172.72,175.26,135,172.72,165.1,135,34,24
Chad Mendes vs Conor McGregor,Conor McGregor,Chad Mendes,Herb Dean,11/07/2015,USA,"Las Vegas, Nevada",Title Fight,Featherweight,Chad Mendes,Conor McGregor,Blue,175.26,187.96,155,167.64,167.64,145,26,30
Dennis Bermudez vs Jeremy Stephens,Jeremy Stephens,Dennis Bermudez,Marc Goddard,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Dennis Bermudez,Jeremy Stephens,Blue,175.26,180.34,145,167.64,167.64,155,29,28
Neil Seery vs Louis Smolka,Louis Smolka,Neil Seery,Marc Goddard,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Neil Seery,Louis Smolka,Blue,175.26,172.72,135,162.56,162.56,125,23,35
Yosdenis Cedeno vs Cody Pfister,Cody Pfister,Yosdenis Cedeno,Chris Tognoni,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Yosdenis Cedeno,Cody Pfister,Blue,177.8,185.42,155,172.72,175.26,155,24,30
Cathal Pendred vs John Howard,John Howard,Cathal Pendred,John McCarthy,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Cathal Pendred,John Howard,Blue,170.18,182.88,170,185.42,190.5,170,32,27
Mike Swick vs Alex Garcia,Alex Garcia,Mike Swick,Herb Dean,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Mike Swick,Alex Garcia,Blue,175.26,182.88,170,185.42,195.58,170,27,36
Matt Brown vs Tim Means,Matt Brown,Tim Means,Marc Goddard,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Matt Brown,Tim Means,Red,187.96,190.5,170,182.88,190.5,170,31,34
Gunnar Nelson vs Brandon Thatch,Gunnar Nelson,Brandon Thatch,Herb Dean,11/07/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Gunnar Nelson,Brandon Thatch,Red,187.96,187.96,170,180.34,182.88,170,29,26
Robbie Lawler vs Rory MacDonald,Robbie Lawler,Rory MacDonald,John McCarthy,11/07/2015,USA,"Las Vegas, Nevada",Title Fight,Welterweight,Robbie Lawler,Rory MacDonald,Red,182.88,193.04,170,180.34,187.96,170,25,33
Danny Martinez vs Sirwan Kakai,Sirwan Kakai,Danny Martinez,John McCarthy,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Bantamweight,Danny Martinez,Sirwan Kakai,Blue,165.1,,135,167.64,170.18,125,25,30
Hacran Dias vs Levan Makashvili,Hacran Dias,Levan Makashvili,John McCarthy,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Featherweight,Hacran Dias,Levan Makashvili,Red,172.72,172.72,145,172.72,175.26,155,26,31
Lyoto Machida vs Yoel Romero,Yoel Romero,Lyoto Machida,John McCarthy,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Middleweight,Lyoto Machida,Yoel Romero,Blue,182.88,185.42,185,185.42,187.96,185,38,37
Antonio Carlos Junior vs Eddie Gordon,Antonio Carlos Junior,Eddie Gordon,Jorge Alonso,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Middleweight,Antonio Carlos Junior,Eddie Gordon,Red,182.88,193.04,185,187.96,200.66,185,31,25
Thiago Santos vs Steve Bosse,Thiago Santos,Steve Bosse,James Warring,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Middleweight,Thiago Santos,Steve Bosse,Red,180.34,182.88,205,187.96,193.04,205,33,31
Steve Montgomery vs Tony Sims,Tony Sims,Steve Montgomery,James Warring,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Welterweight,Steve Montgomery,Tony Sims,Blue,180.34,177.8,155,193.04,,185,29,24
Santiago Ponzinibbio vs Lorenz Larkin,Lorenz Larkin,Santiago Ponzinibbio,Herb Dean,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Welterweight,Santiago Ponzinibbio,Lorenz Larkin,Blue,180.34,182.88,170,182.88,185.42,170,28,28
Leandro Silva vs Lewis Gonzalez,Leandro Silva,Lewis Gonzalez,Jorge Alonso,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Welterweight,Leandro Silva,Lewis Gonzalez,Red,177.8,,170,175.26,182.88,155,27,29
Alex Oliveira vs Joe Merritt,Alex Oliveira,Joe Merritt,Herb Dean,27/06/2015,USA,"Hollywood, Florida",Non Title Fight,Welterweight,Alex Oliveira,Joe Merritt,Red,182.88,,170,180.34,193.04,170,31,27
Taylor Lapilus vs Yuta Sasaki,Taylor Lapilus,Yuta Sasaki,Wolf Menninger,20/06/2015,Germany,Berlin,Non Title Fight,Bantamweight,Taylor Lapilus,Yuta Sasaki,Red,177.8,180.34,125,167.64,185.42,135,25,23
Dennis Siver vs Tatsuya Kawajiri,Tatsuya Kawajiri,Dennis Siver,Leon Roberts,20/06/2015,Germany,Berlin,Non Title Fight,Featherweight,Dennis Siver,Tatsuya Kawajiri,Blue,170.18,175.26,145,167.64,177.8,145,37,36
Alan Omer vs Arnold Allen,Arnold Allen,Alan Omer,Wolf Menninger,20/06/2015,Germany,Berlin,Non Title Fight,Featherweight,Alan Omer,Arnold Allen,Blue,172.72,177.8,145,177.8,,145,21,26
Niklas Backstrom vs Noad Lahat,Noad Lahat,Niklas Backstrom,Marc Goddard,20/06/2015,Germany,Berlin,Non Title Fight,Featherweight,Niklas Backstrom,Noad Lahat,Blue,175.26,175.26,145,185.42,,145,31,25
Makwan Amirkhani vs Masio Fullen,Makwan Amirkhani,Masio Fullen,Leon Roberts,20/06/2015,Germany,Berlin,Non Title Fight,Featherweight,Makwan Amirkhani,Masio Fullen,Red,177.8,177.8,145,177.8,182.88,145,28,26
Piotr Hallmann vs Magomed Mustafaev,Magomed Mustafaev,Piotr Hallmann,Kevin Sataki,20/06/2015,Germany,Berlin,Non Title Fight,Lightweight,Piotr Hallmann,Magomed Mustafaev,Blue,172.72,180.34,155,175.26,180.34,155,26,27
Nick Hein vs Lukasz Sajewski,Nick Hein,Lukasz Sajewski,Kevin Sataki,20/06/2015,Germany,Berlin,Non Title Fight,Lightweight,Nick Hein,Lukasz Sajewski,Red,172.72,180.34,155,167.64,167.64,155,24,31
Mairbek Taisumov vs Alan Patrick,Mairbek Taisumov,Alan Patrick,Kevin Sataki,20/06/2015,Germany,Berlin,Non Title Fight,Lightweight,Mairbek Taisumov,Alan Patrick,Red,180.34,187.96,155,175.26,185.42,155,31,26
Scott Askham vs Antonio Dos Santos,Scott Askham,Antonio Dos Santos,Leon Roberts,20/06/2015,Germany,Berlin,Non Title Fight,Middleweight,Scott Askham,Antonio Dos Santos,Red,177.8,,185,190.5,190.5,185,26,27
Peter Sobotta vs Steve Kennedy,Peter Sobotta,Steve Kennedy,Wolf Menninger,20/06/2015,Germany,Berlin,Non Title Fight,Welterweight,Peter Sobotta,Steve Kennedy,Red,180.34,,170,182.88,190.5,170,32,28
Joanna Jedrzejczyk vs Jessica Penne,Joanna Jedrzejczyk,Jessica Penne,Marc Goddard,20/06/2015,Germany,Berlin,Title Fight,Women Strawweight,Joanna Jedrzejczyk,Jessica Penne,Red,165.1,170.18,115,167.64,165.1,115,32,27
Alejandro Perez vs Patrick Williams,Patrick Williams,Alejandro Perez,Dan Miragliotta,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Bantamweight,Alejandro Perez,Patrick Williams,Blue,172.72,185.42,135,167.64,170.18,145,33,25
Yair Rodriguez vs Charles Rosa,Yair Rodriguez,Charles Rosa,Mario Yamasaki,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Featherweight,Yair Rodriguez,Charles Rosa,Red,175.26,175.26,145,180.34,180.34,145,28,22
Gabriel Benitez vs Clay Collard,Gabriel Benitez,Clay Collard,Mario Yamasaki,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Featherweight,Gabriel Benitez,Clay Collard,Red,180.34,185.42,145,172.72,180.34,155,22,26
Henry Cejudo vs Chico Camus,Henry Cejudo,Chico Camus,Mario Yamasaki,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Flyweight,Henry Cejudo,Chico Camus,Red,167.64,167.64,125,162.56,162.56,135,30,28
Cain Velasquez vs Fabricio Werdum,Fabricio Werdum,Cain Velasquez,Herb Dean,13/06/2015,Mexico,"Mexico City, Distrito Federal",Title Fight,Heavyweight,Cain Velasquez,Fabricio Werdum,Blue,193.04,195.58,231,185.42,195.58,240,37,32
Gilbert Melendez vs Eddie Alvarez,Eddie Alvarez,Gilbert Melendez,John McCarthy,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Lightweight,Gilbert Melendez,Eddie Alvarez,Blue,175.26,175.26,155,175.26,185.42,145,31,33
Francisco Trevino vs Johnny Case,Johnny Case,Francisco Trevino,John McCarthy,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Lightweight,Francisco Trevino,Johnny Case,Blue,177.8,182.88,155,175.26,177.8,155,25,33
Efrain Escudero vs Drew Dober,Efrain Escudero,Drew Dober,Herb Dean,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Lightweight,Efrain Escudero,Drew Dober,Red,172.72,177.8,155,175.26,180.34,155,26,29
Kelvin Gastelum vs Nate Marquardt,Kelvin Gastelum,Nate Marquardt,Dan Miragliotta,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Middleweight,Kelvin Gastelum,Nate Marquardt,Red,182.88,187.96,185,175.26,180.34,185,36,23
Augusto Montano vs Cathal Pendred,Cathal Pendred,Augusto Montano,Herb Dean,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Welterweight,Augusto Montano,Cathal Pendred,Blue,185.42,190.5,170,185.42,185.42,170,27,30
Tecia Torres vs Angela Hill,Tecia Torres,Angela Hill,John McCarthy,13/06/2015,Mexico,"Mexico City, Distrito Federal",Non Title Fight,Women Strawweight,Tecia Torres,Angela Hill,Red,160.02,162.56,115,154.94,152.4,115,30,25
Joe Soto vs Anthony Birchak,Anthony Birchak,Joe Soto,John McCarthy,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Bantamweight,Joe Soto,Anthony Birchak,Blue,172.72,175.26,135,167.64,165.1,135,29,28
Francisco Rivera vs Alex Caceres,Francisco Rivera,Alex Caceres,Dan Miragliotta,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Bantamweight,Francisco Rivera,Alex Caceres,Red,177.8,185.42,145,172.72,177.8,135,26,33
Jose Quinonez vs Leonardo Morales,Jose Quinonez,Leonardo Morales,Robbie Scheureumann,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Bantamweight,Jose Quinonez,Leonardo Morales,Red,172.72,,135,172.72,175.26,135,22,24
Thiago Tavares vs Brian Ortega,Brian Ortega,Thiago Tavares,Dan Miragliotta,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Featherweight,Thiago Tavares,Brian Ortega,Blue,172.72,175.26,145,170.18,177.8,145,24,30
Ben Rothwell vs Matt Mitrione,Ben Rothwell,Matt Mitrione,Dan Miragliotta,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Heavyweight,Ben Rothwell,Matt Mitrione,Red,190.5,208.28,265,193.04,198.12,265,36,33
Shawn Jordan vs Derrick Lewis,Shawn Jordan,Derrick Lewis,Gabe Barahona,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Heavyweight,Shawn Jordan,Derrick Lewis,Red,190.5,200.66,260,182.88,190.5,260,30,30
Dustin Poirier vs Yancy Medeiros,Dustin Poirier,Yancy Medeiros,John McCarthy,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Lightweight,Dustin Poirier,Yancy Medeiros,Red,177.8,190.5,155,175.26,182.88,155,27,26
Chris Wade vs Christos Giagos,Chris Wade,Christos Giagos,Robbie Scheureumann,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Lightweight,Chris Wade,Christos Giagos,Red,177.8,180.34,155,177.8,177.8,155,25,27
Joe Proctor vs Justin Edwards,Joe Proctor,Justin Edwards,Myron Gaudet,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Lightweight,Joe Proctor,Justin Edwards,Red,177.8,177.8,155,177.8,182.88,155,32,29
Tim Boetsch vs Dan Henderson,Dan Henderson,Tim Boetsch,John McCarthy,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Middleweight,Tim Boetsch,Dan Henderson,Blue,180.34,187.96,185,182.88,187.96,185,44,34
Ricardo Abreu vs Jake Collier,Jake Collier,Ricardo Abreu,Jordan Bass,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Middleweight,Ricardo Abreu,Jake Collier,Blue,190.5,198.12,230,180.34,,185,26,31
Brian Ebersole vs Omari Akhmedov,Omari Akhmedov,Brian Ebersole,Jordan Bass,06/06/2015,USA,"New Orleans, Louisiana",Non Title Fight,Welterweight,Brian Ebersole,Omari Akhmedov,Blue,182.88,185.42,185,182.88,185.42,170,27,34
Nik Lentz vs Charles Oliveira,Charles Oliveira,Nik Lentz,Kevin MacDonald,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Featherweight,Nik Lentz,Charles Oliveira,Blue,177.8,187.96,155,172.72,172.72,145,25,30
Lucas Martins vs Mirsad Bektic,Mirsad Bektic,Lucas Martins,Mario Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Featherweight,Lucas Martins,Mirsad Bektic,Blue,172.72,177.8,145,182.88,182.88,145,24,26
Rony Jason vs Damon Jackson,,,Kevin MacDonald,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Featherweight,Rony Jason,Damon Jackson,Draw,180.34,180.34,145,170.18,185.42,145,26,31
Jussier Formiga vs Wilson Reis,Jussier Formiga,Wilson Reis,Camila Albuquerque,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Flyweight,Jussier Formiga,Wilson Reis,Red,162.56,165.1,125,165.1,170.18,125,30,30
Francimar Barroso vs Ryan Jimmo,Francimar Barroso,Ryan Jimmo,Kevin MacDonald,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,LightHeavyweight,Francimar Barroso,Ryan Jimmo,Red,185.42,185.42,205,185.42,190.5,205,33,35
Francisco Trinaldo vs Norman Parke,Francisco Trinaldo,Norman Parke,Camila Albuquerque,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Lightweight,Francisco Trinaldo,Norman Parke,Red,180.34,177.8,155,175.26,177.8,155,28,36
Wendell Oliveira Marques vs Darren Till,Darren Till,Wendell Oliveira Marques,Fernando Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Welterweight,Wendell Oliveira Marques,Darren Till,Blue,182.88,187.96,185,177.8,,170,22,31
KJ Noons vs Alex Oliveira,Alex Oliveira,KJ Noons,Mario Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Welterweight,KJ Noons,Alex Oliveira,Blue,180.34,193.04,170,177.8,177.8,155,27,32
Luiz Dutra vs Tom Breese,Tom Breese,Luiz Dutra,Fernando Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Welterweight,Luiz Dutra,Tom Breese,Blue,190.5,185.42,185,180.34,,170,23,33
Elizeu Zaleski dos Santos vs Nicolas Dalby,Nicolas Dalby,Elizeu Zaleski dos Santos,Fernando Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Welterweight,Elizeu Zaleski dos Santos,Nicolas Dalby,Blue,180.34,187.96,170,180.34,185.42,170,30,28
Carlos Condit vs Thiago Alves,Carlos Condit,Thiago Alves,Mario Yamasaki,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Welterweight,Carlos Condit,Thiago Alves,Red,175.26,177.8,170,187.96,190.5,170,31,31
Juliana Lima vs Ericka Almeida,Juliana Lima,Ericka Almeida,Camila Albuquerque,30/05/2015,Brazil,"Goiania, Goias",Non Title Fight,Women Strawweight,Juliana Lima,Ericka Almeida,Red,167.64,,115,165.1,165.1,115,26,33
John Dodson vs Zach Makovsky,John Dodson,Zach Makovsky,Herb Dean,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,John Dodson,Zach Makovsky,Red,162.56,162.56,125,160.02,167.64,135,32,30
Joseph Benavidez vs John Moraga,Joseph Benavidez,John Moraga,John McCarthy,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Joseph Benavidez,John Moraga,Red,167.64,167.64,125,162.56,165.1,125,31,30
Justin Scoggins vs Josh Sampo,Justin Scoggins,Josh Sampo,Mark Smith,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Justin Scoggins,Josh Sampo,Red,162.56,162.56,125,170.18,167.64,125,30,23
Travis Browne vs Andrei Arlovski,Andrei Arlovski,Travis Browne,Mark Smith,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Travis Browne,Andrei Arlovski,Blue,190.5,195.58,240,198.12,200.66,255,36,32
Anthony Johnson vs Daniel Cormier,Daniel Cormier,Anthony Johnson,John McCarthy,23/05/2015,USA,"Las Vegas, Nevada",Title Fight,LightHeavyweight,Anthony Johnson,Daniel Cormier,Blue,180.34,182.88,235,187.96,198.12,205,36,31
Donald Cerrone vs John Makdessi,Donald Cerrone,John Makdessi,Jason Herzog,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Donald Cerrone,John Makdessi,Red,172.72,172.72,155,185.42,185.42,155,30,32
Islam Makhachev vs Leo Kuntz,Islam Makhachev,Leo Kuntz,,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Islam Makhachev,Leo Kuntz,Red,177.8,,155,177.8,177.8,155,31,23
Uriah Hall vs Rafael Natal,Rafael Natal,Uriah Hall,Mark Smith,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Uriah Hall,Rafael Natal,Blue,182.88,195.58,185,182.88,200.66,185,32,30
Chris Weidman vs Vitor Belfort,Chris Weidman,Vitor Belfort,Herb Dean,23/05/2015,USA,"Las Vegas, Nevada",Title Fight,Middleweight,Chris Weidman,Vitor Belfort,Red,182.88,187.96,185,187.96,198.12,185,38,30
Mike Pyle vs Colby Covington,Colby Covington,Mike Pyle,Herb Dean,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Mike Pyle,Colby Covington,Blue,180.34,182.88,170,182.88,187.96,170,27,39
Dong Hyun Kim vs Joshua Burkman,Dong Hyun Kim,Joshua Burkman,Jason Herzog,23/05/2015,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Dong Hyun Kim,Joshua Burkman,Red,177.8,182.88,170,187.96,193.04,170,35,33
Guangyou Ning vs Royston Wee,Guangyou Ning,Royston Wee,Steve Perceval,16/05/2015,Philippines,Manila,Non Title Fight,Bantamweight,Guangyou Ning,Royston Wee,Red,170.18,170.18,135,162.56,162.56,145,28,33
Mark Eddiva vs Levan Makashvili,Levan Makashvili,Mark Eddiva,Terry Hill,16/05/2015,Philippines,Manila,Non Title Fight,Featherweight,Mark Eddiva,Levan Makashvili,Blue,172.72,172.72,145,172.72,172.72,145,26,29
Phillipe Nover vs Yui Chul Nam,Phillipe Nover,Yui Chul Nam,Greg Kleynjans,16/05/2015,Philippines,Manila,Non Title Fight,Featherweight,Phillipe Nover,Yui Chul Nam,Red,175.26,,145,175.26,182.88,145,33,31
Frankie Edgar vs Urijah Faber,Frankie Edgar,Urijah Faber,Steve Perceval,16/05/2015,Philippines,Manila,Non Title Fight,Featherweight,Frankie Edgar,Urijah Faber,Red,167.64,170.18,135,167.64,172.72,135,36,33
Roldan Sangcha'an vs Jon Delos Reyes,Jon Delos Reyes,Roldan Sangcha'an,Greg Kleynjans,16/05/2015,Philippines,Manila,Non Title Fight,Flyweight,Roldan Sangcha'an,Jon Delos Reyes,Blue,167.64,170.18,125,162.56,,125,27,24
Nolan Ticman vs Yao Zhikui,Yao Zhikui,Nolan Ticman,Terry Hill,16/05/2015,Philippines,Manila,Non Title Fight,Flyweight,Nolan Ticman,Yao Zhikui,Blue,165.1,162.56,125,167.64,,125,24,26
Tae Hyun Bang vs Jon Tuck,Jon Tuck,Tae Hyun Bang,,16/05/2015,Philippines,Manila,Non Title Fight,Lightweight,Tae Hyun Bang,Jon Tuck,Blue,180.34,185.42,155,175.26,180.34,155,30,32
Zhang Lipeng vs Kajan Johnson,Kajan Johnson,Zhang Lipeng,Greg Kleynjans,16/05/2015,Philippines,Manila,Non Title Fight,Lightweight,Zhang Lipeng,Kajan Johnson,Blue,180.34,190.5,155,180.34,180.34,155,31,25
